date,station,fuel_type,effective_date,price
2020-01-01,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-01,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-01,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-02,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-02,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-02,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-03,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-03,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-03,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-04,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-04,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-04,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Dec 05:00,26.25
2020-01-05,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,25.95
2020-01-05,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,25.95
2020-01-05,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,26.25
2020-01-06,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,25.95
2020-01-06,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,25.95
2020-01-06,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),04 Jan 05:00,26.25
2020-01-07,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-07,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-07,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-08,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-08,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-08,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-09,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-09,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-09,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-10,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-10,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-10,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Jan 05:00,26.45
2020-01-11,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,26.15
2020-01-11,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,26.15
2020-01-11,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,26.15
2020-01-12,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,26.75
2020-01-12,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,26.75
