date,station,fuel_type,effective_date,price
2018-01-08,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,27.95
2018-01-08,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,27.95
2018-01-08,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,0
2018-01-09,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,27.95
2018-01-09,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,27.95
2018-01-09,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),30 Dec 05:00,0
2018-01-10,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-10,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-10,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,0
2018-01-11,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-11,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-11,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-12,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-12,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-12,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-13,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-13,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-13,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-14,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-14,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-14,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-15,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-15,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-15,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-16,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-16,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-16,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-17,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-17,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-17,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),10 Jan 05:00,0
2018-01-18,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-18,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Jan 05:00,27.95
2018-01-18,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-19,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-19,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-19,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-20,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-20,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-20,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-21,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-21,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-21,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-22,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-22,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-22,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-23,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-23,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-23,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-24,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-24,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-24,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-25,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-25,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-25,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-26,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-26,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-26,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),17 Jan 05:00,0
2018-01-27,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-27,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,28.45
2018-01-27,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),26 Jan 05:00,0
2018-01-28,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-28,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-28,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-01-29,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-29,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-29,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-01-30,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-30,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-30,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-01-31,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-31,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-01-31,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-01,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-01,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-01,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-02,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-02,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-02,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-03,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-03,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,28.45
2018-02-03,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-04,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-04,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-04,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-05,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-05,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-05,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-06,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-06,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-06,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),27 Jan 05:00,0
2018-02-07,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-07,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-07,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Feb 05:00,0
2018-02-08,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-08,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-08,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Feb 05:00,0
2018-02-09,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-09,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),03 Feb 05:00,28.45
2018-02-09,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Feb 05:00,0
2018-02-10,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-10,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-10,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-11,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-11,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-11,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-12,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-12,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-12,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-13,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-13,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-13,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-14,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-14,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-14,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),09 Feb 05:00,28.05
2018-02-15,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-15,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-15,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-16,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-16,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-16,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Feb 05:00,27.55
2018-02-17,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-17,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-17,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-18,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-18,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-18,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-19,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-19,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-19,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-20,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-20,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-20,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-21,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-21,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-21,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-22,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-22,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-22,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-23,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-23,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),16 Feb 05:00,27.05
2018-02-23,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-24,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-24,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-24,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-25,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-25,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-25,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-26,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-26,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-26,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-27,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-27,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-27,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-02-28,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-28,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-02-28,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-03-01,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-03-01,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),23 Feb 05:00,27.55
2018-03-01,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),21 Feb 05:00,27.55
2018-03-02,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-02,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-02,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-03,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-03,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-03,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-04,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-04,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-04,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-05,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-05,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-05,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-06,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-06,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-06,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),01 Mar 05:00,27.85
2018-03-07,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-07,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-07,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-08,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-08,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-08,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-09,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-09,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-09,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-10,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-10,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-10,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-11,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-11,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-11,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-12,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-12,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-12,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-13,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-13,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-13,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-14,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-14,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-14,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-15,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-15,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-15,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-16,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-16,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-16,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-17,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-17,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-17,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-18,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-18,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-18,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-19,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-19,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-19,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-20,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-20,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-20,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-21,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
2018-03-21,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),06 Mar 05:00,27.35
