date,station,fuel_type,effective_date,price
2022-01-02,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-02,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-02,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),29 Dec 05:00,31.85
2022-01-03,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-03,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-03,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),29 Dec 05:00,31.85
2022-01-04,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-04,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-04,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),29 Dec 05:00,31.85
2022-01-05,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-05,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),24 Dec 05:00,31.15
2022-01-05,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),29 Dec 05:00,31.85
2022-01-06,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-06,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-06,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,32.05
2022-01-07,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-07,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-07,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,32.05
2022-01-08,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-08,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),05 Jan 05:00,31.75
2022-01-08,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),07 Jan 05:00,32.35
2022-01-09,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-09,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-09,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,32.75
2022-01-10,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-10,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-10,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,32.75
2022-01-11,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-11,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,31.75
2022-01-11,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,32.75
2022-01-12,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-12,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-12,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,32.75
2022-01-13,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-13,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-13,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),08 Jan 05:00,32.75
2022-01-14,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-14,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),11 Jan 05:00,32.15
2022-01-14,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),13 Jan 05:00,32.75
2022-01-15,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-15,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-15,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.95
2022-01-16,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-16,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-16,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.95
2022-01-17,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-17,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-17,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.95
2022-01-18,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-18,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-18,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.95
2022-01-19,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-19,บางจาก,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
2022-01-19,เชลล์,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),18 Jan 05:00,33.15
2022-01-20,ปตท,แก๊สโซฮอล ออกเทน 95 (Gasohol 95-E10),14 Jan 05:00,32.65
