TABLE 6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
OIL FUND LEVIED ON PETROLEUM PRODUCTS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,," UNIT: Baht/Litre",,
,OIL FUND,,,,,,,,,,,,,,,,
DATE,ULG,UGR,GASOHOL 95,,,GASOHOL 91,KI,HSD **,HSD **,HSD,HSD,LSD,FO,,LPG (B/Kg),,
,,,(E10),(E20),(E85),,,B7,,B20,B5,,(1500),LOW INCOME,COOKING,INDUSTRY,AUTOBILE
,,,,,,,,,,,,,,HOUSEHOLD,,,
NOV-27,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.4853,,
AVG,3.46,3.2599999999999993,1.5,,,1.5,0.10000000000000002,1.5,,,0.6284,1.5,0.05999999999999999,,-1.5246866666666667,,
DEC-4,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.3563,,
DEC-11,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.2025,,
DEC-18,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.0744,,
DEC-25,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.2812,,
AVG,3.4599999999999995,3.2600000000000002,1.5,,,1.5,0.10000000000000002,1.5,,,0.6283999999999998,1.5,0.06,,-1.253441935483871,,
2007,,,,,,,,,,,,,,,,,
JAN-1,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.4082,,
JAN-8,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.3171,,
JAN-15,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.3146,,
JAN-22,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.771,,
JAN-29,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.739,,
AVG,3.4599999999999995,3.2600000000000002,1.5,,,1.5,0.10000000000000002,1.5,,,0.6284,1.5,0.06,,-1.4804290322580644,,
FEB-1,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.6284,1.5,0.06,,-1.739,,
FEB-5,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.55,1.5,0.06,,-1.6286,,
FEB-12,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.55,1.5,0.06,,-1.6166,,
FEB-19,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.5,1.5,0.06,,-1.6057,,
FEB-26,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.5,1.5,0.06,,-1.6057,,
AVG,3.46,3.2600000000000002,1.5,,,1.5,0.10000000000000002,1.5,,,0.5433428571428571,1.5,0.05999999999999999,,-1.6331928571428571,,
MAR-1,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.5,1.5,0.06,,-1.7329,,
MAR-5,3.46,3.26,1.5,,,1.5,0.1,1.5,,,0.3,1.5,0.06,,-1.6673,,
MAR-12,3.46,3.26,1.36,,,1.36,0.1,1.5,,,0.3,1.5,0.06,,-1.3288,,
MAR-19,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.2844,,
MAR-26,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.2844,,
AVG,3.4599999999999995,3.2600000000000002,1.258709677419355,,,1.258709677419355,0.10000000000000002,1.5,,,0.32580645161290317,1.5,0.06,,-1.438758064516129,,
APR-1,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.2526,,
APR-2,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.3157,,
APR-9,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.3078,,
APR-16,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.2972,,
APR-23,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.2506,,
APR-30,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.256,,
AVG,3.46,3.26,1,,,1,0.10000000000000002,1.5,,,0.3,1.5,0.05999999999999999,,-1.2902566666666666,,
MAY-1,3.46,3.26,1,,,1,0.1,1.5,,,0.3,1.5,0.06,,-1.256,,
MAY-7,3.46,3.26,0.93,,,0.93,0.1,1.5,,,0.3,1.5,0.06,,-1.1783,,
MAY-14,3.46,3.26,0.6,,,0.6,0.1,1.5,,,0.3,1.5,0.06,,-1.1305,,
MAY-21,3.46,3.26,0.6,,,0.6,0.1,1.5,,,0.3,1.5,0.06,,-1.1091,,
MAY-28,3.46,3.26,0.6,,,0.6,0.1,1.5,,,0.3,1.5,0.06,,-1.12,,
AVG,3.4599999999999995,3.2599999999999993,0.7519354838709676,,,0.7519354838709676,0.10000000000000002,1.5,,,0.3,1.5,0.06,,-1.1593967741935483,,
JUN-1,3.46,3.26,0.6,,,0.6,0.1,1.5,,,0.3,1.5,0.06,,-1.0802000000000014,,
JUN-4,3.46,3.26,0.6,,,0.6,0.1,1.5,,,1,1.5,0.06,,-1.0868000000000013,,
JUN-11,3.46,3.26,0.6,,,0.6,0.1,1.5,,,1,1.5,0.06,,-1.0694714285714302,,
JUN-18,3.46,3.26,0.6,,,0.6,0.1,1.5,,,1,1.5,0.06,,-1.0932000000000013,,
JUN-25,3.46,3.26,0.6,,,0.6,0.1,1.5,,,1,1.5,0.06,,-1.0841000000000012,,
AVG,3.4599999999999995,3.2600000000000002,0.6,,,0.6,0.10000000000000002,1.5,,,0.9299999999999999,1.5,0.05999999999999999,,-1.0830500000000014,,
JUL-1,3.46,3.26,0.6,,,0.6,0.1,1.5,,,1,1.5,0.06,,-1.0841,,
JUL-2,3.46,3.26,0.6,,,0.5429,0.1,1.5,,,1,1.5,0.06,,-1.0393,,
JUL-9,3.46,3.26,0.6,,,0.2875,0.1,1.5,,,1,1.5,0.06,,-0.9393,,
JUL-16,3.46,3.26,0.6,,,0.1,0.1,1.5,,,1,1.5,0.06,,-0.9393,,
JUL-23,3.46,3.26,0.6,,,0.1,0.1,1.5,,,1,1.5,0.06,,-0.6782,,
JUL-30,3.56,3.36,0.6,,,0.1,0.1,1.5,,,1,1.5,0.06,,-0.7967,,
AVG,3.466451612903226,3.2664516129032255,0.6,,,0.2584774193548387,0.10000000000000002,1.5,,,1,1.5,0.06,,-0.8983935483870967,,
AUG-1,3.56,3.36,0.6,,,0.1,0.1,1.5,,,1,1.5,0.06,,-0.7967,,
AUG-6,3.7,3.5,0.74,,,0.24,0.1,1.5,,,1,1.5,0.06,,-0.8404,,
AUG-13,3.88,3.59,0.8,,,0.3,0.1,1.5,,,1,1.5,0.06,,-0.8776,,
AUG-20,3.96,3.66,0.86,,,0.36,0.1,1.5,,,1,1.5,0.06,,-0.9944,,
AUG-27,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-1.0356,,
AVG,3.8251612903225807,3.5661290322580643,0.7838709677419355,,,0.28387096774193543,0.10000000000000002,1.5,,,1,1.5,0.06,,-0.9080096774193549,,
SEP-1,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-0.9718048387096775,,
SEP-3,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-0.9007000000000005,,
SEP-10,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-0.883700000000001,,
SEP-17,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-0.8664000000000005,,
SEP-24,4,3.7,0.9,,,0.4,0.1,1.5,,,1,1.5,0.06,,-0.8664000000000005,,
AVG,4,3.7000000000000006,0.9,,,0.4000000000000001,0.10000000000000002,1.5,,,1,1.5,0.05999999999999999,,-0.8854669892473124,,
OCT-1,4,3.7,0.7,,,0.2,0.1,1.5,,,1,1.5,0.06,,-0.8974973579109068,,
OCT-8,4,3.7,0.7,,,0.2,0.1,1.5,,,1,1.5,0.06,,-0.8959955979811285,,
OCT-15,4,3.7,0.7,,,0.2,0.1,1.5,,,1,1.5,0.06,,-0.8851657064484787,,
OCT-22,4,3.7,0.7,,,0.2,0.1,1.5,,,1,1.5,0.06,,-0.8829465216554041,,
OCT-29,4,3.7,0.7,,,0.2,0.1,1.5,,,0.9,1.5,0.06,,-0.8880359420283371,,
AVG,4,3.7000000000000006,0.6999999999999998,,,0.20000000000000004,0.10000000000000002,1.5,,,0.9903225806451613,1.5,0.06,,-0.8901723907760142,,
NOV-1,4,3.7,0.7,,,0.2,0.1,1.5,,,0.7,1.5,0.06,,-0.9263000000000012,,
NOV-5,4,3.3,0.3,,,-0.2,0.1,1.1,,,0.3,1.1,0.06,,-0.8828000000000014,,
NOV-12,4,3.3,0.3,,,-0.2,0.1,0.9857,,,0.1857,0.9857,0.06,,-0.8725000000000005,,
NOV-19,4,3.3,0.3,,,-0.2,0.1,0.9,,,0.1,0.9,0.06,,-0.8297000000000008,,
NOV-26,4,3.3,0.3,,,-0.2,0.1,0.78,,,-0.02,0.78,0.06,,-0.602200000000001,,
AVG,4,3.353333333333333,0.35333333333333333,,,-0.14666666666666667,0.10000000000000002,1.0266633333333333,,,0.22666333333333336,1.0266633333333333,0.05999999999999999,,-0.8270400000000009,,
DEC-1,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
DEC-3,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
DEC-10,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
DEC-17,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
DEC-24,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
DEC-31,4,3.3,0.3,,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.3,,
AVG,4,3.2999999999999994,0.30000000000000004,,,-0.20000000000000004,0.10000000000000002,0.6999999999999998,,,-0.10000000000000002,0.6999999999999998,0.06,,0.30000000000000004,,
2008,,,,,,,,,,,,,,,,,
JAN-1,4,3.3,0.3,-0.2,,-0.2,0.1,0.7,,,-0.1,0.7,0.06,,0.295,,
JAN-7,3.7086,3.0086,0.2199,-0.3016,,-0.2801,0.1,0.4086,,,-0.1786,0.4086,0.06,,0.295,,
JAN-14,3.32,2.62,0.113,-0.437,,-0.387,0.1,0.18,,,-0.1215,0.18,0.06,,0.295,,
JAN-21,3.4314,2.8743,0.2304,-0.3196,,-0.2696,0.1,0.3,,,0,0.3,0.06,,0.295,,
JAN-28,3.45,3,0.25,-0.3,,-0.25,0.1,0.2,,,-0.2625,0.2,0.06,,0.2992,,
AVG,3.581290322580645,2.945816129032258,0.21751935483870968,-0.31636774193548384,,-0.28248064516129034,0.10000000000000002,0.361941935483871,,,-0.12099032258064517,0.361941935483871,0.06,,0.295541935483871,,
FEB-1,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
FEB-4,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
FEB-11,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
FEB-18,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
FEB-25,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-4,0.1,0.06,,0.3033,,
AVG,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-1.0206896551724138,0.1,0.06,,0.3033,,
MAR-1,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
MAR-3,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-0.4,0.1,0.06,,0.3033,,
MAR-10,3.45,3,0.25,-0.3,,-0.25,0.1,-0.1286,,,-1.0286,-0.1286,0.06,,0.3033,,
MAR-17,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAR-24,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAR-31,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AVG,3.4500000000000006,3,0.25,-0.30000000000000004,,-0.25,0.10000000000000002,-0.14516774193548387,,,-1.0742,-0.14516774193548387,0.06,,0.3033,,
APR-1,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
APR-7,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
APR-14,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
APR-21,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
APR-28,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AVG,3.450000000000001,3,0.25,-0.3,,-0.25,0.10000000000000003,-0.3,,,-1.5,-0.3,0.05999999999999999,,0.3033,,
MAY-1,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAY-5,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAY-12,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAY-19,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
MAY-26,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AVG,3.4500000000000006,3,0.25,-0.30000000000000004,,-0.25,0.10000000000000002,-0.30000000000000004,,,-1.5,-0.30000000000000004,0.06,,0.3033,,
JUN-1,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUN-2,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUN-9,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUN-16,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUN-23,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUN-30,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AVG,3.4500000000000006,3,0.25,-0.3,,-0.25,0.10000000000000002,-0.3,,,-1.5,-0.3,0.05999999999999999,,0.3033,,
JUL-1,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUL-7,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUL-14,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUL-21,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
JUL-28,3.45,3,0.25,-0.3,,-0.25,0.1,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AVG,3.4500000000000006,3,0.25,-0.3,,-0.25,0.10000000000000002,-0.3,,,-1.5,-0.3,0.06,,0.3033,,
AUG-1,3.45,3,0.25,-0.3,,-0.25,0.1,-0.03,,,-1.37,-0.03,0.06,,0.3033,,
AUG-4,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-1.3,0.1,0.06,,0.3033,,
AUG-11,3.45,3,0.25,-0.3,,-0.25,0.1,0.1,,,-1.3,0.1,0.06,,0.3033,,
AUG-18,3.54,3.09,0.34,-0.21,,-0.16,0.1,0.19,,,-1.21,0.19,0.06,,0.3033,,
AUG-25,3.75,3.3,0.55,0,,0.05,0.1,0.4,,,-1,0.4,0.06,,0.3033,,
AVG,3.5380645161290323,3.088064516129032,0.33806451612903227,-0.21193548387096772,,-0.16193548387096776,0.10000000000000002,0.17548387096774196,,,-1.2187096774193549,0.17548387096774196,0.06,,0.3033,,
SEP-1,3.8214,3.3857,0.6357,0.0857,,0.1357,0.1,0.4857,,,-0.9143,0.4857,0.06,,0.3033,,
SEP-8,4,3.6,0.85,0.3,,0.35,0.1,0.7,,,-0.7,0.7,0.06,,0.3033,,
SEP-15,4,3.6,0.85,0.3,,0.35,0.1,0.7,,,-0.7,0.7,0.06,,0.3033,,
SEP-25,4,3.9429,1.2786,0.3,,0.7786,0.1,1.1286,,,-0.2714,1.1286,0.06,,0.3033,,
SEP-29,4,4,1.35,0.3,,0.85,0.1,1.2,,,-0.2,1.2,0.06,,0.3033,,
AVG,3.9583266666666663,3.656673333333333,0.9333366666666667,0.24999666666666667,,0.43333666666666665,0.10000000000000002,0.7833366666666666,,,-0.6166633333333332,0.7833366666666666,0.05999999999999999,,0.3033,,
OCT-1,4,4,1.35,0.3,,0.85,0.1,1.2,,,-0.2,1.2,0.06,,0.3033,,
OCT-6,4,4,1.35,0.3,,0.85,0.1,1.2,,,-0.2,1.2,0.06,,0.3033,,
OCT-13,4,4,1.35,0.3,,0.85,0.1,1.2,,,-0.2,1.2,0.06,,0.3033,,
OCT-20,4,4,1.6357,0.2571,,1.1071,0.1,1.3429,,,-0.2,1.2,0.06,,0.3033,,
OCT-27,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
AVG,4,4,1.5758032258064518,0.2661193548387097,,1.053216129032258,0.10000000000000002,1.3129129032258064,,,-0.20000000000000004,1.2000000000000002,0.06,,0.3033,,
NOV-1,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
NOV-3,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
NOV-10,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
NOV-17,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
NOV-24,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
AVG,4,4,2.35,0.15,,1.75,0.10000000000000002,1.7,,,-0.20000000000000004,1.2,0.05999999999999999,,0.3033,,
DEC-1,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
DEC-8,4,4,2.35,0.15,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
DEC-15,6.5714,4,2.35,-0.2357,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
DEC-22,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
DEC-29,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
AVG,5.5483806451612905,4,2.3499999999999996,-0.08225483870967742,,1.75,0.10000000000000002,1.7000000000000002,,,-0.20000000000000004,1.2000000000000002,0.06,,0.3033,,
2009,,,,,,,,,,,,,,,,,
JAN-1,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
JAN-5,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
JAN-12,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
JAN-19,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
JAN-26,7,4,2.35,-0.3,,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
AVG,7,4,2.3499999999999996,-0.30000000000000004,,1.75,0.10000000000000002,1.7000000000000002,,,-0.20000000000000004,1.2000000000000002,0.06,,0.3033,,
FEB-1,7,4,-1.13,-3.23,-7.1024,-1.73,0.1,-0.48,,,-1.06,1.2,0.06,,0.3033,,
FEB-2,7,4,-1.13,-3.23,-7.1024,-1.73,0.1,-0.48,,,-1.06,1.2,0.06,,0.3033,,
FEB-9,7,4,-0.8729,-2.9729,-6.8442,-1.4729,0.1,-0.3257,,,-0.8029,1.2,0.06,,0.3033,,
FEB-16,7,4,-0.1871,-2.2871,-6.1571,-0.7871,0.1,0.3257,,,-0.3486,1.2,0.06,,0.3033,,
FEB-23,7,4,0.47,-1.63,-5.7,-0.13,0.1,0.9867,,,-0.2,1.2,0.06,,0.3033,,
AVG,7,4,-0.48714285714285716,-2.587142857142857,-6.501010714285714,-1.0871428571428574,0.1,0.07429285714285717,,,-0.6335892857142857,1.1999999999999997,0.05999999999999999,,0.3033,,
MAR-1,7,4,0.87,-1.23,-5.7,0.27,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
MAR-2,7,4.3,1.17,-0.93,-5.7,0.57,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
MAR-9,7,4.9857,1.7929,-0.4643,-5.7,1.1929,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
MAR-16,7,5.7,2.35,-0.3,-5.7,1.75,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
MAR-23,7,5.7,2.35,-0.3,-5.7,1.75,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
MAR-30,7,5.7,2.35,-0.3,-5.7,1.75,0.1,0.75,,,-0.2,1.2,0.06,,0.3033,,
AVG,7,5.16773870967742,1.910009677419355,-0.509358064516129,-5.7,1.3100096774193548,0.10000000000000002,0.75,,,-0.20000000000000004,1.2,0.06,,0.3033,,
APR-1,7,5.7,2.35,-0.3,-5.7,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
APR-6,7,5.7,2.35,-0.3,-5.7,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
APR-13,7,5.7,2.35,-0.3,-5.7,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
APR-20,7,5.7,2.35,-0.3,-5.7,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
APR-27,7,5.7,2.35,-0.3,-5.7,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
AVG,7,5.700000000000001,2.35,-0.3,-5.700000000000001,1.75,0.10000000000000002,1.6999999999999997,,,-0.20000000000000004,1.2,0.05999999999999999,,0.3033,,
MAY-1,7,5.7,2.35,-0.3,-7.2333,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
MAY-4,7,5.7,2.35,-0.3,-8,1.75,0.1,1.7,,,-0.2,1.2,0.06,,0.3033,,
MAY-11,5.8571,4.5571,1.3329,-1.1914,-8.0743,0.7329,0.1,0.4429,,,-1.9886,1.2,0.06,,0.3033,,
MAY-18,5.2,3.9,0.77,-1.66,-7.93,0.17,0.1,-0.1571,,,-2.9871,1.2,0.06,,0.3033,,
MAY-25,5.2,3.9,0.77,-1.66,-7.93,0.17,0.1,-0.1,,,-2.93,1.2,0.06,,0.3033,,
AVG,5.929022580645161,4.629022580645161,1.406783870967742,-1.1154774193548387,-7.910967741935483,0.806783870967742,0.10000000000000002,0.590341935483871,,,-1.8496741935483871,1.2,0.06,,0.3033,,
JUN-1,5.2,3.9,0.77,-1.66,-7.93,0.17,0.1,-0.1,,,-2.93,1.2,0.06,,0.3033,,
JUN-8,5.2,3.9,0.77,-1.66,-7.93,0.17,0.1,-0.1,,,-2.93,1.2,0.06,,0.3033,,
JUN-15,5.2,3.9,0.77,-1.66,-7.93,0.17,0.1,-0.1,,,-2.7157,1.2,0.06,,0.3033,,
JUN-22,5.7,4.4,1.0557,-1.3743,-7.6443,0.4557,0.1,0.1857,,,-2.3443,1.2,0.06,,0.3033,,
JUN-29,5.9,4.6,1.17,-1.26,-7.53,0.57,0.1,0.3,,,-2.23,1.2,0.06,,0.3033,,
AVG,5.363333333333333,4.063333333333334,0.86333,-1.56667,-7.83667,0.1,0.10000000000000002,-0.0066700000000000014,,,-2.6966666666666663,1.2,0.05999999999999999,,0.3033,,
JUL-1,5.9,4.6,1.17,-1.26,-7.53,0.57,0.1,0.3,,,-2.23,1.2,0.06,,0.3033,,
JUL-6,6.3286,5.0286,1.4557,-0.9743,-7.2443,0.8557,0.1,0.7714,,,-1.6729,1.2,0.06,,0.3033,,
JUL-13,6.9286,5.6286,1.8271,-0.86,-7.13,1.2271,0.1,1.4571,,,-0.7729,1.2,0.06,,0.3033,,
JUL-20,7,5.7,1.87,-0.86,-7.13,1.27,0.1,1.5,,,-0.73,1.2,0.06,,0.3033,,
JUL-27,7,5.7,1.95,-0.78,-7.13,1.35,0.1,1.54,,,-0.63,1.2,0.06,,0.3033,,
AVG,6.654851612903226,5.354851612903226,1.6667612903225808,-0.9374225806451613,-7.220325806451613,1.0667612903225807,0.10000000000000002,1.1386935483870968,,,-1.1784064516129031,1.2000000000000002,0.06,,0.3033,,
AUG-1,7,5.7,2.27,-0.46,-7.13,1.67,0.1,1.7,,,-0.23,1.2,0.06,,0.3033,,
AUG-3,7,5.7,2.27,-0.46,-7.13,1.67,0.1,1.7,,,-0.23,1.2,0.06,,0.3033,,
AUG-10,7.2143,5.9143,2.27,-0.46,-7.13,1.67,0.1,1.1986,,,-0.4786,1.2,0.06,,0.3033,,
AUG-17,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,0.3033,,
AUG-24,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,0.3033,,
AUG-31,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,0.3033,,
AVG,7.290325806451613,5.9903258064516125,2.2699999999999996,-0.46000000000000013,-7.13,1.67,0.10000000000000002,1.020651612903226,,,-0.5667806451612902,1.2000000000000002,0.06,,0.3033,,
SEP-1,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0665,,
SEP-7,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0665,,
SEP-14,7.5,6.2,2.27,-0.46,-7.13,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0665,,
SEP-21,7.5,6.2,2.27,-0.46,-8.4886,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0665,,
SEP-28,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0665,,
AVG,7.5,6.2,2.2700000000000005,-0.4600000000000001,-7.764006666666666,1.6699999999999997,0.10000000000000003,0.53,,,-0.8100000000000002,1.2,0.05999999999999999,,-0.0665,,
OCT-1,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0034,,
OCT-5,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0034,,
OCT-12,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0034,,
OCT-19,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0034,,
OCT-26,7.5,6.2,2.27,-0.46,-10.3,1.67,0.1,0.53,,,-0.81,1.2,0.06,,-0.0034,,
