Date,Price_Brent
2019-10-21,58.95
2019-10-22,60.5
2019-10-23,60.52
2019-10-24,61.71
2019-10-25,62.06
2019-10-26,61.50333333333334
2019-10-27,60.946666666666665
2019-10-28,60.39
2019-10-29,61.05
2019-10-30,60.22
2019-10-31,59.3
2019-11-01,60.17
2019-11-02,60.95333333333333
2019-11-03,61.73666666666667
2019-11-04,62.52
2019-11-05,62.72
2019-11-06,62.11
2019-11-07,62.6
2019-11-08,62.0
2019-11-09,62.193333333333335
2019-11-10,62.38666666666666
2019-11-11,62.58
2019-11-12,62.19
2019-11-13,62.27
2019-11-14,62.46
2019-11-15,63.32
2019-11-16,63.153333333333336
2019-11-17,62.986666666666665
2019-11-18,62.82
2019-11-19,62.37
2019-11-20,63.8
2019-11-21,64.99
2019-11-22,64.83
2019-11-23,64.77666666666667
2019-11-24,64.72333333333333
2019-11-25,64.67
2019-11-26,64.82
2019-11-27,65.03
2019-11-28,64.68
2019-11-29,64.5
2019-11-30,64.06666666666666
2019-12-01,63.63333333333333
2019-12-02,63.2
2019-12-03,62.95
2019-12-04,65.25
2019-12-05,65.67
2019-12-06,66.5
2019-12-07,66.48
2019-12-08,66.46
2019-12-09,66.44
2019-12-10,66.57
2019-12-11,65.37
2019-12-12,66.67
2019-12-13,67.44
2019-12-14,67.64
2019-12-15,67.84
2019-12-16,68.04
2019-12-17,68.99
2019-12-18,69.12
2019-12-19,69.7
2019-12-20,68.66
2019-12-21,68.27
2019-12-22,67.88
2019-12-23,67.49
2019-12-24,69.26
2019-12-25,69.26
2019-12-26,69.26
2019-12-27,68.91
2019-12-28,68.70666666666666
2019-12-29,68.50333333333333
2019-12-30,68.3
2019-12-31,67.77
