Date,USD_BATH
2019-01-01,32.1924
2019-01-02,32.1166
2019-01-03,31.9638
2019-01-04,31.8133
2019-01-05,31.8133
2019-01-06,31.8133
2019-01-07,31.6905
2019-01-08,31.747
2019-01-09,31.7707
2019-01-10,31.6709
2019-01-11,31.6641
2019-01-12,31.6641
2019-01-13,31.6641
2019-01-14,31.6652
2019-01-15,31.616
2019-01-16,31.5818
2019-01-17,31.3829
2019-01-18,31.4368
2019-01-19,31.4368
2019-01-20,31.4368
2019-01-21,31.4886
2019-01-22,31.5447
2019-01-23,31.4882
2019-01-24,31.4418
2019-01-25,31.4368
2019-01-26,31.4368
2019-01-27,31.4368
2019-01-28,31.2206
2019-01-29,31.2946
2019-01-30,31.2039
2019-01-31,30.9825
2019-02-01,31.0691
2019-02-02,31.0691
2019-02-03,31.0691
2019-02-04,31.0512
2019-02-05,31.0446
2019-02-06,30.9912
2019-02-07,31.0143
2019-02-08,31.0684
2019-02-09,31.0684
2019-02-10,31.0684
2019-02-11,31.1555
2019-02-12,31.129
2019-02-13,31.0098
2019-02-14,31.1303
2019-02-15,31.0396
2019-02-16,31.0396
2019-02-17,31.0396
2019-02-18,30.9653
2019-02-19,30.9653
2019-02-20,30.8497
2019-02-21,30.8805
2019-02-22,31.0119
2019-02-23,31.0119
2019-02-24,31.0119
2019-02-25,31.0449
2019-02-26,31.0166
2019-02-27,31.126
2019-02-28,31.219
2019-03-01,31.3668
2019-03-02,31.3668
2019-03-03,31.3668
2019-03-04,31.5293
2019-03-05,31.6189
2019-03-06,31.5662
2019-03-07,31.616
2019-03-08,31.5681
2019-03-09,31.5681
2019-03-10,31.5681
2019-03-11,31.4348
2019-03-12,31.4051
2019-03-13,31.3889
2019-03-14,31.3933
2019-03-15,31.4946
2019-03-16,31.4946
2019-03-17,31.4946
2019-03-18,31.4029
2019-03-19,31.3906
2019-03-20,31.4572
2019-03-21,31.3778
2019-03-22,31.4628
2019-03-23,31.4628
2019-03-24,31.4628
2019-03-25,31.3481
2019-03-26,31.3049
2019-03-27,31.4532
2019-03-28,31.6301
2019-03-29,31.5577
2019-03-30,31.5577
2019-03-31,31.5577
2019-04-01,31.4356
2019-04-02,31.4748
2019-04-03,31.4882
2019-04-04,31.4996
2019-04-05,31.5941
2019-04-06,31.5941
2019-04-07,31.5941
2019-04-08,31.5941
2019-04-09,31.5971
2019-04-10,31.553
2019-04-11,31.4989
2019-04-12,31.5631
2019-04-13,31.5631
2019-04-14,31.5631
2019-04-15,31.5631
2019-04-16,31.5631
2019-04-17,31.5507
2019-04-18,31.5379
2019-04-19,31.5504
2019-04-20,31.5504
2019-04-21,31.5504
2019-04-22,31.5992
2019-04-23,31.6385
2019-04-24,31.7479
2019-04-25,31.7897
2019-04-26,31.7558
2019-04-27,31.7558
2019-04-28,31.7558
2019-04-29,31.649
2019-04-30,31.6809
2019-05-01,31.6809
2019-05-02,31.7018
2019-05-03,31.7631
2019-05-04,31.7631
2019-05-05,31.7631
2019-05-06,31.7631
2019-05-07,31.6392
2019-05-08,31.5842
2019-05-09,31.5498
2019-05-10,31.4084
2019-05-11,31.4084
2019-05-12,31.4084
2019-05-13,31.3859
2019-05-14,31.3043
2019-05-15,31.2903
2019-05-16,31.2875
2019-05-17,31.4427
2019-05-18,31.4427
2019-05-19,31.4427
2019-05-20,31.4427
2019-05-21,31.5924
2019-05-22,31.7255
2019-05-23,31.6963
2019-05-24,31.6408
2019-05-25,31.6408
2019-05-26,31.6408
2019-05-27,31.5111
2019-05-28,31.5519
2019-05-29,31.5806
2019-05-30,31.5412
2019-05-31,31.4957
2019-06-01,31.4957
2019-06-02,31.4957
2019-06-03,31.4957
2019-06-04,31.0887
2019-06-05,31.1426
2019-06-06,31.1299
2019-06-07,31.0748
2019-06-08,31.0748
2019-06-09,31.0748
2019-06-10,31.0793
2019-06-11,31.0662
2019-06-12,30.9947
2019-06-13,30.9742
2019-06-14,30.9445
2019-06-15,30.9445
2019-06-16,30.9445
2019-06-17,30.9789
2019-06-18,31.0946
2019-06-19,30.9816
2019-06-20,30.7937
2019-06-21,30.5815
2019-06-22,30.5815
2019-06-23,30.5815
2019-06-24,30.5356
2019-06-25,30.4224
2019-06-26,30.5567
2019-06-27,30.4933
2019-06-28,30.4848
2019-06-29,30.4848
2019-06-30,30.4848
2019-07-01,30.3516
2019-07-02,30.4501
2019-07-03,30.315
2019-07-04,30.3478
2019-07-05,30.4265
2019-07-06,30.4265
2019-07-07,30.4265
2019-07-08,30.5156
2019-07-09,30.5517
2019-07-10,30.5824
2019-07-11,30.3619
2019-07-12,30.5323
2019-07-13,30.5323
2019-07-14,30.5323
2019-07-15,30.6433
2019-07-16,30.6433
2019-07-17,30.638
2019-07-18,30.5963
2019-07-19,30.5109
2019-07-20,30.5109
2019-07-21,30.5109
2019-07-22,30.577
2019-07-23,30.6279
2019-07-24,30.6551
2019-07-25,30.6463
2019-07-26,30.7162
2019-07-27,30.7162
2019-07-28,30.7162
2019-07-29,30.7162
2019-07-30,30.5788
2019-07-31,30.5389
2019-08-01,30.5931
2019-08-02,30.6158
2019-08-03,30.6158
2019-08-04,30.6158
2019-08-05,30.5618
2019-08-06,30.5282
2019-08-07,30.528
2019-08-08,30.5042
2019-08-09,30.4731
2019-08-10,30.4731
2019-08-11,30.4731
2019-08-12,30.4731
2019-08-13,30.5304
2019-08-14,30.5543
2019-08-15,30.5831
2019-08-16,30.6201
2019-08-17,30.6201
2019-08-18,30.6201
2019-08-19,30.5921
2019-08-20,30.5569
2019-08-21,30.5372
2019-08-22,30.5188
2019-08-23,30.5212
2019-08-24,30.5212
2019-08-25,30.5212
2019-08-26,30.3709
2019-08-27,30.3238
2019-08-28,30.3953
2019-08-29,30.3678
2019-08-30,30.3845
2019-08-31,30.3845
2019-09-01,30.3845
2019-09-02,30.3648
2019-09-03,30.3986
2019-09-04,30.3416
2019-09-05,30.3074
2019-09-06,30.3967
2019-09-07,30.3967
2019-09-08,30.3967
2019-09-09,30.3986
2019-09-10,30.3933
2019-09-11,30.3626
2019-09-12,30.2633
2019-09-13,30.1765
2019-09-14,30.1765
2019-09-15,30.1765
2019-09-16,30.2431
2019-09-17,30.2918
2019-09-18,30.2786
2019-09-19,30.3017
2019-09-20,30.2509
2019-09-21,30.2509
2019-09-22,30.2509
2019-09-23,30.2226
2019-09-24,30.2462
2019-09-25,30.3172
2019-09-26,30.3396
2019-09-27,30.3678
2019-09-28,30.3678
2019-09-29,30.3678
2019-09-30,30.3227
2019-10-01,30.3405
2019-10-02,30.3748
2019-10-03,30.3428
2019-10-04,30.2332
2019-10-05,30.2332
2019-10-06,30.2332
2019-10-07,30.1795
2019-10-08,30.2012
2019-10-09,30.0948
2019-10-10,30.0465
2019-10-11,30.1626
2019-10-12,30.1626
2019-10-13,30.1626
2019-10-14,30.1626
2019-10-15,30.1332
2019-10-16,30.1468
2019-10-17,30.1003
2019-10-18,30.0234
2019-10-19,30.0234
2019-10-20,30.0234
2019-10-21,30.0114
2019-10-22,30.0114
2019-10-23,30.0114
2019-10-24,30.0102
2019-10-25,29.9725
2019-10-26,29.9725
2019-10-27,29.9725
2019-10-28,29.9398
2019-10-29,29.9604
2019-10-30,29.9522
2019-10-31,29.9209
2019-11-01,29.9031
2019-11-02,29.9031
2019-11-03,29.9031
2019-11-04,29.9
2019-11-05,29.9344
2019-11-06,29.9847
2019-11-07,30.0467
2019-11-08,30.1406
2019-11-09,30.1406
2019-11-10,30.1406
2019-11-11,30.0859
2019-11-12,30.0701
2019-11-13,30.0529
2019-11-14,29.9589
2019-11-15,29.9378
2019-11-16,29.9378
2019-11-17,29.9378
2019-11-18,29.9843
2019-11-19,29.9289
2019-11-20,29.9175
2019-11-21,29.9187
2019-11-22,29.9441
2019-11-23,29.9441
2019-11-24,29.9441
2019-11-25,29.9397
2019-11-26,29.9597
2019-11-27,29.9566
2019-11-28,29.973
2019-11-29,29.955
2019-11-30,29.955
