Date,USD_BATH
2019-12-01,29.955
2019-12-02,29.9556
2019-12-03,30.0055
2019-12-04,30.019
2019-12-05,30.019
2019-12-06,30.0898
2019-12-07,30.0898
2019-12-08,30.0898
2019-12-09,30.0767
2019-12-10,30.0767
2019-12-11,30.0313
2019-12-12,29.9442
2019-12-13,29.9218
2019-12-14,29.9218
2019-12-15,29.9218
2019-12-16,29.9464
2019-12-17,29.9627
2019-12-18,29.9801
2019-12-19,29.9489
2019-12-20,29.9374
2019-12-21,29.9374
2019-12-22,29.9374
2019-12-23,29.9111
2019-12-24,29.8971
2019-12-25,29.8763
2019-12-26,29.8855
2019-12-27,29.898
2019-12-28,29.898
2019-12-29,29.898
2019-12-30,29.8855
2019-12-31,29.8855
