Date,USD_BATH
2020-05-31,31.5807
2020-06-01,31.4739
2020-06-02,31.3383
2020-06-03,31.3383
2020-06-04,31.351
2020-06-05,31.2419
2020-06-06,31.2419
2020-06-07,31.2419
2020-06-08,31.2258
2020-06-09,31.1281
2020-06-10,30.9618
2020-06-11,30.6846
2020-06-12,30.8159
2020-06-13,30.8159
2020-06-14,30.8159
2020-06-15,30.7471
2020-06-16,30.799
2020-06-17,30.8958
2020-06-18,30.8757
2020-06-19,30.7734
2020-06-20,30.7734
2020-06-21,30.7734
2020-06-22,30.7283
2020-06-23,30.7309
2020-06-24,30.6073
2020-06-25,30.6243
2020-06-26,30.6339
2020-06-27,30.6339
2020-06-28,30.6339
2020-06-29,30.6392
2020-06-30,30.6238
2020-07-01,30.6829
2020-07-02,30.7972
2020-07-03,30.8539
2020-07-04,30.8539
2020-07-05,30.8539
2020-07-06,30.8539
2020-07-07,30.825
2020-07-08,31.0201
2020-07-09,30.8982
2020-07-10,31.0544
2020-07-11,31.0544
2020-07-12,31.0544
2020-07-13,31.0402
2020-07-14,31.2376
2020-07-15,31.2532
2020-07-16,31.4097
2020-07-17,31.4493
2020-07-18,31.4493
2020-07-19,31.4493
2020-07-20,31.5243
2020-07-21,31.4722
2020-07-22,31.3142
2020-07-23,31.3769
2020-07-24,31.4671
2020-07-25,31.4671
2020-07-26,31.4671
2020-07-27,31.4671
2020-07-28,31.4671
2020-07-29,31.244
2020-07-30,31.15
2020-07-31,30.9936
2020-08-01,30.9936
2020-08-02,30.9936
2020-08-03,30.9642
2020-08-04,30.8731
2020-08-05,30.7531
2020-08-06,30.7839
2020-08-07,30.9024
2020-08-08,30.9024
2020-08-09,30.9024
2020-08-10,30.9054
2020-08-11,30.8464
2020-08-12,30.8464
2020-08-13,30.7803
2020-08-14,30.795
2020-08-15,30.795
2020-08-16,30.795
2020-08-17,30.8682
2020-08-18,30.9011
2020-08-19,30.9163
2020-08-20,31.1176
2020-08-21,31.1785
2020-08-22,31.1785
2020-08-23,31.1785
2020-08-24,31.2887
2020-08-25,31.2228
2020-08-26,31.1275
2020-08-27,30.9987
2020-08-28,30.9807
2020-08-29,30.9807
2020-08-30,30.9807
2020-08-31,30.8288
2020-09-01,30.7538
2020-09-02,30.9657
2020-09-03,31.0837
2020-09-04,31.0837
2020-09-05,31.0837
2020-09-06,31.0837
2020-09-07,31.0837
2020-09-08,31.1388
2020-09-09,31.1228
2020-09-10,31.0244
2020-09-11,31.0488
2020-09-12,31.0488
2020-09-13,31.0488
2020-09-14,31.0266
2020-09-15,30.978
2020-09-16,30.9142
2020-09-17,30.9368
2020-09-18,30.869
2020-09-19,30.869
2020-09-20,30.869
2020-09-21,30.7863
2020-09-22,31.1259
2020-09-23,31.1941
2020-09-24,31.3334
2020-09-25,31.2737
2020-09-26,31.2737
2020-09-27,31.2737
2020-09-28,31.413
2020-09-29,31.425
2020-09-30,31.397
2020-10-01,31.3422
2020-10-02,31.3387
2020-10-03,31.3387
2020-10-04,31.3387
2020-10-05,31.2509
2020-10-06,30.9989
2020-10-07,31.045
2020-10-08,30.9542
2020-10-09,30.8673
2020-10-10,30.8673
2020-10-11,30.8673
2020-10-12,30.8427
2020-10-13,30.8427
2020-10-14,30.9441
2020-10-15,30.9266
2020-10-16,30.9322
2020-10-17,30.9322
2020-10-18,30.9322
2020-10-19,30.942
2020-10-20,30.9741
2020-10-21,30.9606
2020-10-22,30.9889
2020-10-23,30.9889
2020-10-24,30.9889
2020-10-25,30.9889
2020-10-26,31.0397
2020-10-27,30.9984
2020-10-28,30.9091
2020-10-29,30.9876
2020-10-30,30.9328
2020-10-31,30.9328
2020-11-01,30.9328
2020-11-02,30.8901
2020-11-03,30.829
2020-11-04,30.8606
2020-11-05,30.7709
2020-11-06,30.429
2020-11-07,30.429
2020-11-08,30.429
2020-11-09,30.2578
2020-11-10,30.2133
2020-11-11,30.0026
2020-11-12,30.0142
2020-11-13,29.9956
2020-11-14,29.9956
2020-11-15,29.9956
2020-11-16,29.9095
2020-11-17,29.9089
2020-11-18,29.9907
2020-11-19,30.1005
2020-11-20,30.0724
2020-11-21,30.0724
2020-11-22,30.0724
2020-11-23,30.0079
2020-11-24,30.1087
2020-11-25,30.0814
2020-11-26,30.0527
2020-11-27,30.0346
2020-11-28,30.0346
2020-11-29,30.0346
2020-11-30,30.0163
2020-12-01,30.012
2020-12-02,29.9676
2020-12-03,29.9487
2020-12-04,29.8934
2020-12-05,29.8934
2020-12-06,29.8934
2020-12-07,29.8934
2020-12-08,29.8769
2020-12-09,29.7606
2020-12-10,29.7606
2020-12-11,29.7606
2020-12-12,29.7606
2020-12-13,29.7606
2020-12-14,29.8239
2020-12-15,29.8124
2020-12-16,29.7774
2020-12-17,29.6578
2020-12-18,29.5501
2020-12-19,29.5501
2020-12-20,29.5501
2020-12-21,29.7386
2020-12-22,29.8824
2020-12-23,29.9339
2020-12-24,29.9254
2020-12-25,29.8102
2020-12-26,29.8102
2020-12-27,29.8102
2020-12-28,29.8715
2020-12-29,29.8281
2020-12-30,29.7749
2020-12-31,29.7749
