Date,USD_BATH
2021-10-10,33.5991
2021-10-11,33.5432
2021-10-12,33.2485
2021-10-13,33.2485
2021-10-14,32.9693
2021-10-15,32.9718
2021-10-16,32.9718
2021-10-17,32.9718
2021-10-18,33.1676
2021-10-19,33.0834
2021-10-20,33.1563
2021-10-21,33.1078
2021-10-22,33.1078
2021-10-23,33.1078
2021-10-24,33.1078
2021-10-25,32.9367
2021-10-26,32.8188
2021-10-27,32.9729
2021-10-28,33.047
2021-10-29,32.9153
2021-10-30,32.9153
2021-10-31,32.9153
2021-11-01,33.0988
2021-11-02,33.0319
2021-11-03,33.0648
2021-11-04,33.0867
2021-11-05,33.078
2021-11-06,33.078
2021-11-07,33.078
2021-11-08,32.849
2021-11-09,32.5449
2021-11-10,32.5316
2021-11-11,32.6211
2021-11-12,32.5482
2021-11-13,32.5482
2021-11-14,32.5482
2021-11-15,32.4377
2021-11-16,32.4707
2021-11-17,32.51
2021-11-18,32.3562
2021-11-19,32.3493
2021-11-20,32.3493
2021-11-21,32.3493
2021-11-22,32.5797
2021-11-23,32.8006
2021-11-24,32.9913
2021-11-25,33.0544
2021-11-26,33.2636
2021-11-27,33.2636
2021-11-28,33.2636
2021-11-29,33.445
2021-11-30,33.4278
2021-12-01,33.434
2021-12-02,33.5141
2021-12-03,33.6565
2021-12-04,33.6565
2021-12-05,33.6565
2021-12-06,33.6565
2021-12-07,33.5583
2021-12-08,33.2735
2021-12-09,33.1515
2021-12-10,33.1515
2021-12-11,33.1515
2021-12-12,33.1515
2021-12-13,33.1751
2021-12-14,33.1341
2021-12-15,33.1395
2021-12-16,33.1557
2021-12-17,33.1231
2021-12-18,33.1231
2021-12-19,33.1231
2021-12-20,33.2224
2021-12-21,33.446
2021-12-22,33.4513
2021-12-23,33.3513
2021-12-24,33.2573
2021-12-25,33.2573
2021-12-26,33.2573
2021-12-27,33.2103
2021-12-28,33.2695
2021-12-29,33.2906
2021-12-30,33.1533
2021-12-31,33.1533
